q,I
2.039995199999999811e-03,3.289566190862330992e-03
2.884988900000000096e-03,3.289546605492270435e-03
4.079990399999999622e-03,3.289507435193888846e-03
4.561568000000000220e-03,3.289487850265568249e-03
5.769977800000000191e-03,3.289429096364053420e-03
6.119985599999999866e-03,3.289409512024696162e-03
6.451031299999999968e-03,3.289389927832577897e-03
7.355307299999999833e-03,3.289331176139634067e-03
8.159980799999999243e-03,3.289272425771786953e-03
8.411115699999999196e-03,3.289252842610298697e-03
8.654966599999999385e-03,3.289233259596035554e-03
9.123135799999999504e-03,3.289194094009185478e-03
1.019997589999999989e-02,3.289096182618462486e-03
1.040197520000000000e-02,3.289076600781972934e-03
1.098571020000000016e-02,3.289017856155796848e-03
1.153995529999999985e-02,3.288959112854525791e-03
1.189511369999999950e-02,3.288919951389727373e-03
1.223997100000000053e-02,3.288880790513743543e-03
1.240880609999999926e-02,3.288861210296554604e-03
1.290206219999999980e-02,3.288802470528198827e-03
1.306234239999999949e-02,3.288782890899810164e-03
1.368470339999999959e-02,3.288704573858199174e-03
1.427996599999999984e-02,3.288626259171653979e-03
1.442494390000000071e-02,3.288606680867977791e-03
1.471061409999999993e-02,3.288567524702192772e-03
1.485138870000000076e-02,3.288547946840069194e-03
1.553614000000000037e-02,3.288450059737149309e-03
1.593287120000000043e-02,3.288391329241492026e-03
1.631996089999999955e-02,3.288332600070365940e-03
1.644696630000000090e-02,3.288313023974314027e-03
1.682223050000000025e-02,3.288254296569173302e-03
1.730993239999999850e-02,3.288175995422572447e-03
1.742972569999999902e-02,3.288156420503807967e-03
1.754870130000000042e-02,3.288136845732201382e-03
1.824627070000000087e-02,3.288019400192737120e-03
1.835995569999999966e-02,3.287999826451174206e-03
1.847294110000000100e-02,3.287980252856754874e-03
1.880782519999999944e-02,3.287921532956345361e-03
1.924527490000000132e-02,3.287843241815740971e-03
1.935309240000000069e-02,3.287823669398426928e-03
2.009162109999999835e-02,3.287686666596845598e-03
2.019492059999999922e-02,3.287667095356554010e-03
2.039995039999999843e-02,3.287627953317328721e-03
2.050169640000000168e-02,3.287608382518394587e-03
2.080394890000000080e-02,3.287549671004286710e-03
2.100303430000000082e-02,3.287510530730464349e-03
2.129817330000000064e-02,3.287451821423050067e-03
2.168544450000000137e-02,3.287373544406000433e-03
2.197141860000000058e-02,3.287314838187771742e-03
2.206591980000000008e-02,3.287295269742572003e-03
2.243994499999999934e-02,3.287216997432697123e-03
2.253248119999999924e-02,3.287197429722955085e-03
2.280783739999999934e-02,3.287138727476287756e-03
2.307990860000000075e-02,3.287080026553384875e-03
2.325952140000000015e-02,3.287040893340194541e-03
2.379022509999999951e-02,3.286923497230525605e-03
2.387752890000000017e-02,3.286903931726998813e-03
2.447993949999999891e-02,3.286766977320269411e-03
2.456479220000000116e-02,3.286747412993276749e-03
2.464935279999999965e-02,3.286727848813342234e-03
2.481760959999999849e-02,3.286688720894643742e-03
2.490131170000000130e-02,3.286669157155882801e-03
2.523334379999999863e-02,3.286590903671390146e-03
2.556106320000000112e-02,3.286512652539684727e-03
2.580412149999999905e-02,3.286453965734878729e-03
2.596489630000000173e-02,3.286414841933539034e-03
2.612468180000000056e-02,3.286375718720367309e-03
2.651993379999999928e-02,3.286277913260509959e-03
2.659827940000000085e-02,3.286258352609630964e-03
2.683194360000000153e-02,3.286199671539142934e-03
2.721692649999999866e-02,3.286101872695468881e-03
2.736940339999999888e-02,3.286062754187121793e-03
2.744532419999999931e-02,3.286043195153474320e-03
2.774693010000000085e-02,3.285964960488992320e-03
2.834051430000000121e-02,3.285808498216332210e-03
2.841384049999999897e-02,3.285788941093761937e-03
