q,I
2.039995199999999811e-03,6.005106087133218898e-04
2.884988900000000096e-03,6.004806154796284417e-04
4.079990399999999622e-03,6.004206335115077394e-04
4.561568000000000220e-03,6.003906447769308654e-04
5.769977800000000191e-03,6.003006875702296017e-04
6.119985599999999866e-03,6.002707048334223914e-04
6.451031299999999968e-03,6.002407235958707619e-04
7.355307299999999833e-03,6.001507888779932355e-04
8.159980799999999243e-03,6.000608676507087919e-04
8.411115699999999196e-03,6.000308969058399484e-04
8.654966599999999385e-03,6.000009276596252787e-04
9.123135799999999504e-03,5.999409936628596549e-04
1.019997589999999989e-02,5.997911848921511947e-04
1.040197520000000000e-02,5.997612276324726377e-04
1.098571020000000016e-02,5.996713648410147927e-04
1.153995529999999985e-02,5.995815155293473652e-04
1.189511369999999950e-02,5.995216234760098557e-04
1.223997100000000053e-02,5.994617374121899303e-04
1.240880609999999926e-02,5.994317966261616167e-04
1.290206219999999980e-02,5.993419832507076127e-04
1.306234239999999949e-02,5.993120484528491115e-04
1.368470339999999959e-02,5.991923242292160855e-04
1.427996599999999984e-02,5.990726239504701482e-04
1.442494390000000071e-02,5.990427026216085067e-04
1.471061409999999993e-02,5.989828644523556914e-04
1.485138870000000076e-02,5.989529476118124040e-04
1.553614000000000037e-02,5.988033858469414940e-04
1.593287120000000043e-02,5.987136667355970289e-04
1.631996089999999955e-02,5.986239610824661654e-04
1.644696630000000090e-02,5.985940621884522318e-04
1.682223050000000025e-02,5.985043744764619120e-04
1.730993239999999850e-02,5.983848117877903997e-04
1.742972569999999902e-02,5.983549248521428379e-04
1.754870130000000042e-02,5.983250394109551054e-04
1.824627070000000087e-02,5.981457581432776628e-04
1.835995569999999966e-02,5.981158831612080938e-04
1.847294110000000100e-02,5.980860096729987904e-04
1.880782519999999944e-02,5.979963981707860001e-04
1.924527490000000132e-02,5.978769370773483411e-04
1.935309240000000069e-02,5.978470755373319068e-04
2.009162109999999835e-02,5.976380865622827861e-04
2.019492059999999922e-02,5.976082369656748536e-04
2.039995039999999843e-02,5.975485422501524866e-04
2.050169640000000168e-02,5.975186971310888660e-04
2.080394890000000080e-02,5.974291707277918370e-04
2.100303430000000082e-02,5.973694939197608236e-04
2.129817330000000064e-02,5.972799898974660111e-04
2.168544450000000137e-02,5.971606720854779910e-04
2.197141860000000058e-02,5.970711993871730214e-04
2.206591980000000008e-02,5.970413781369967362e-04
2.243994499999999934e-02,5.969221080472470950e-04
2.253248119999999924e-02,5.968922942521757025e-04
2.280783739999999934e-02,5.968028618114509885e-04
2.307990860000000075e-02,5.967134427858863163e-04
2.325952140000000015e-02,5.966538375540490595e-04
2.379022509999999951e-02,5.964750576209671990e-04
2.387752890000000017e-02,5.964452661800224943e-04
