q,I
2.039995199999999811e-03,1.899138629416584475e-03
2.884988900000000096e-03,1.899096223866987088e-03
4.079990399999999622e-03,1.899011415677329942e-03
4.561568000000000220e-03,1.898969013037227031e-03
5.769977800000000191e-03,1.898841810935538625e-03
6.119985599999999866e-03,1.898799412174441339e-03
6.451031299999999968e-03,1.898757014383040381e-03
7.355307299999999833e-03,1.898629826826777603e-03
8.159980799999999243e-03,1.898502647996953667e-03
8.411115699999999196e-03,1.898460256992781908e-03
8.654966599999999385e-03,1.898417866958122379e-03
9.123135799999999504e-03,1.898333089797253495e-03
1.019997589999999989e-02,1.898121163859982884e-03
1.040197520000000000e-02,1.898078781580614556e-03
1.098571020000000016e-02,1.897951640558276929e-03
1.153995529999999985e-02,1.897824508259108407e-03
1.189511369999999950e-02,1.897739758238903372e-03
1.223997100000000053e-02,1.897655012095206392e-03
1.240880609999999926e-02,1.897612640476991882e-03
1.290206219999999980e-02,1.897485531436620158e-03
1.306234239999999949e-02,1.897443163694509946e-03
1.368470339999999959e-02,1.897273702415529272e-03
1.427996599999999984e-02,1.897104256638608736e-03
1.442494390000000071e-02,1.897061897616399628e-03
1.471061409999999993e-02,1.896977182478263180e-03
1.485138870000000076e-02,1.896934826362283366e-03
1.553614000000000037e-02,1.896723060312393433e-03
1.593287120000000043e-02,1.896596012305641924e-03
1.631996089999999955e-02,1.896468973015531540e-03
1.644696630000000090e-02,1.896426628522414554e-03
1.682223050000000025e-02,1.896299600853538526e-03
1.730993239999999850e-02,1.896130244185266836e-03
1.742972569999999902e-02,1.896087907438917270e-03
1.754870130000000042e-02,1.896045571660813804e-03
1.824627070000000087e-02,1.895791577324041624e-03
1.835995569999999966e-02,1.895749248323009032e-03
1.847294110000000100e-02,1.895706920290038443e-03
1.880782519999999944e-02,1.895579941999272523e-03
1.924527490000000132e-02,1.895410651163085842e-03
1.935309240000000069e-02,1.895368330873799636e-03
2.009162109999999835e-02,1.895072115947554975e-03
2.019492059999999922e-02,1.895029803400502273e-03
2.039995039999999843e-02,1.894945181209403695e-03
2.050169640000000168e-02,1.894902871565313585e-03
2.080394890000000080e-02,1.894775948438604364e-03
2.100303430000000082e-02,1.894691337858548860e-03
2.129817330000000064e-02,1.894564429244623410e-03
2.168544450000000137e-02,1.894395231303282840e-03
2.197141860000000058e-02,1.894268343004391550e-03
2.206591980000000008e-02,1.894226048839337028e-03
2.243994499999999934e-02,1.894056881851347235e-03
2.253248119999999924e-02,1.894014592522295188e-03
2.280783739999999934e-02,1.893887730337861499e-03
2.307990860000000075e-02,1.893760876857015574e-03
2.325952140000000015e-02,1.893676312704811434e-03
2.379022509999999951e-02,1.893422643454357578e-03
2.387752890000000017e-02,1.893380368629935667e-03
2.447993949999999891e-02,1.893084471927988614e-03
2.456479220000000116e-02,1.893042204837291605e-03
2.464935279999999965e-02,1.892999938713207020e-03
2.481760959999999849e-02,1.892915409364784047e-03
2.490131170000000130e-02,1.892873146140404677e-03
2.523334379999999863e-02,1.892704102907896441e-03
2.556106320000000112e-02,1.892535075138303225e-03
2.580412149999999905e-02,1.892408314457778547e-03
