q,I
2.039995199999999811e-03,5.368564347073095239e-03
2.884988900000000096e-03,5.368439496099589384e-03
4.079990399999999622e-03,5.368189804439079359e-03
4.561568000000000220e-03,5.368064963751839266e-03
5.769977800000000191e-03,5.367690462260948751e-03
6.119985599999999866e-03,5.367565635287325707e-03
6.451031299999999968e-03,5.367440811741714009e-03
7.355307299999999833e-03,5.367066361672489898e-03
8.159980799999999243e-03,5.366691942452718120e-03
8.411115699999999196e-03,5.366567142900882138e-03
8.654966599999999385e-03,5.366442346776089528e-03
9.123135799999999504e-03,5.366192764808480099e-03
1.019997589999999989e-02,5.365568869858655839e-03
1.040197520000000000e-02,5.365444101148648948e-03
1.098571020000000016e-02,5.365069815574733704e-03
1.153995529999999985e-02,5.364695560834212458e-03
1.189511369999999950e-02,5.364446074802881048e-03
1.223997100000000053e-02,5.364196602474113028e-03
1.240880609999999926e-02,5.364071871446977717e-03
1.290206219999999980e-02,5.363697698915842471e-03
1.306234239999999949e-02,5.363572981587585997e-03
1.368470339999999959e-02,5.363074146525041892e-03
1.427996599999999984e-02,5.362575366251697007e-03
1.442494390000000071e-02,5.362450679741814427e-03
1.471061409999999993e-02,5.362201316993763303e-03
1.485138870000000076e-02,5.362076640757383258e-03
1.553614000000000037e-02,5.361453310915222786e-03
1.593287120000000043e-02,5.361079354083835534e-03
1.631996089999999955e-02,5.360705428061150225e-03
1.644696630000000090e-02,5.360580792895073589e-03
1.682223050000000025e-02,5.360206907935303501e-03
1.730993239999999850e-02,5.359708442554871576e-03
1.742972569999999902e-02,5.359583834767615504e-03
1.754870130000000042e-02,5.359459230395789697e-03
1.824627070000000087e-02,5.358711676022787605e-03
1.835995569999999966e-02,5.358587095603922074e-03
1.847294110000000100e-02,5.358462518600750485e-03
1.880782519999999944e-02,5.358088808109520707e-03
1.924527490000000132e-02,5.357590575336838683e-03
1.935309240000000069e-02,5.357466025697111937e-03
2.009162109999999835e-02,5.356594273929010663e-03
2.019492059999999922e-02,5.356469751633413483e-03
2.039995039999999843e-02,5.356220717310959840e-03
2.050169640000000168e-02,5.356096205281618387e-03
2.080394890000000080e-02,5.355722689683128576e-03
2.100303430000000082e-02,5.355473696367991400e-03
2.129817330000000064e-02,5.355100232043157917e-03
2.168544450000000137e-02,5.354602327437410492e-03
2.197141860000000058e-02,5.354228934875453899e-03
2.206591980000000008e-02,5.354104477513840256e-03
2.243994499999999934e-02,5.353606682266654967e-03
2.253248119999999924e-02,5.353482241991822967e-03
2.280783739999999934e-02,5.353108941658776647e-03
2.307990860000000075e-02,5.352735672061782052e-03
2.325952140000000015e-02,5.352486842754919719e-03
2.379022509999999951e-02,5.351740436770439924e-03
2.387752890000000017e-02,5.351616047732318977e-03
2.447993949999999891e-02,5.350745420022041954e-03
2.456479220000000116e-02,5.350621058277899716e-03
2.464935279999999965e-02,5.350496699957115430e-03
2.481760959999999849e-02,5.350247993569289158e-03
2.490131170000000130e-02,5.350123645471717773e-03
2.523334379999999863e-02,5.349626287300633491e-03
2.556106320000000112e-02,5.349128983704616765e-03
2.580412149999999905e-02,5.348756041855458852e-03
2.596489630000000173e-02,5.348507430992116736e-03
2.612468180000000056e-02,5.348258833794584423e-03
2.651993379999999928e-02,5.347637400516073135e-03
2.659827940000000085e-02,5.347513124087661940e-03
2.683194360000000153e-02,5.347140315285731776e-03
2.721692649999999866e-02,5.346519035472332634e-03
2.736940339999999888e-02,5.346270547403919257e-03
2.744532419999999931e-02,5.346146308479915628e-03
2.774693010000000085e-02,5.345649386941834537e-03
2.834051430000000121e-02,5.344655707473096838e-03
2.841384049999999897e-02,5.344531512891643674e-03
2.855992799999999832e-02,5.344283133947524099e-03
2.863269220000000045e-02,5.344158949577899713e-03
2.884988380000000005e-02,5.343786416903734300e-03
2.899377430000000047e-02,5.343538078811436651e-03
2.920828110000000047e-02,5.343165597291697419e-03
2.942122390000000143e-02,5.342793146389079005e-03
2.970277299999999829e-02,5.342296592936713467e-03
3.012016249999999867e-02,5.341551864888287662e-03
3.032670299999999999e-02,5.341179546853569958e-03
3.059992200000000162e-02,5.340683170487667102e-03
3.066784640000000048e-02,5.340559084940291711e-03
3.087072290000000135e-02,5.340186848628460277e-03
3.107227489999999856e-02,5.339814642934963967e-03
3.113916889999999993e-02,5.339690581171933730e-03
3.120591959999999970e-02,5.339566522866305391e-03
3.166923519999999964e-02,5.338698209767799713e-03
3.173487090000000344e-02,5.338574178607806940e-03
3.186573689999999681e-02,5.338326126592032005e-03
3.193096869999999948e-02,5.338202105708506409e-03
3.225514909999999819e-02,5.337582052230708911e-03
3.263991580000000226e-02,5.336838100375928054e-03
3.270360349999999749e-02,5.336714120298960244e-03
3.289392669999999935e-02,5.336342200453054324e-03
3.295712349999999763e-02,5.336218233977497311e-03
3.320870809999999784e-02,5.335722402101146858e-03
3.345840099999999873e-02,5.335226624615072542e-03
3.364445469999999966e-02,5.334854827281227015e-03
3.376792089999999802e-02,5.334606979326915986e-03
3.395227840000000080e-02,5.334235232917372560e-03
3.419654240000000178e-02,5.333739618698101967e-03
3.461985769999999935e-02,5.332872424544358655e-03
3.467990950000000155e-02,5.332748553315222635e-03
3.473985749999999872e-02,5.332624685433984962e-03
3.485944419999999905e-02,5.332376959877161912e-03
3.491908400000000301e-02,5.332253102227330240e-03
3.509739530000000052e-02,5.331881549484062538e-03
3.521576790000000012e-02,5.331633864766700641e-03
3.562697489999999689e-02,5.330767074987917929e-03
3.568533189999999883e-02,5.330643261426518814e-03
3.609118929999999975e-02,5.329776661850390944e-03
3.614879690000000201e-02,5.329652875570510019e-03
3.632107169999999885e-02,5.329281536817479306e-03
3.649253310000000194e-02,5.328910228722424751e-03
3.671990299999999818e-02,5.328415198819038898e-03
3.677652580000000115e-02,5.328291449765678450e-03
3.694587359999999820e-02,5.327920223153317751e-03
3.722640800000000250e-02,5.327301579937587968e-03
3.744932249999999990e-02,5.326806726380130426e-03
3.750484409999999685e-02,5.326683021500188374e-03
3.761564139999999667e-02,5.326435621913831221e-03
3.794609239999999911e-02,5.325693504506265157e-03
3.811024350000000172e-02,5.325322491701397001e-03
3.832801789999999709e-02,5.324827855295774168e-03
3.849054019999999937e-02,5.324456913605094335e-03
3.870617500000000238e-02,5.323962372258217966e-03
3.875989619999999775e-02,5.323838745433000924e-03
3.881354310000000030e-02,5.323715121947693828e-03
3.897404079999999826e-02,5.323344271767545786e-03
3.918701509999999999e-02,5.322849852354054681e-03
3.924007809999999902e-02,5.322726256071674128e-03
3.939883820000000120e-02,5.322355487310018694e-03
3.960952859999999909e-02,5.321861176415079372e-03
4.007953250000000078e-02,5.320749175205198057e-03
4.018323120000000248e-02,5.320502101037315190e-03
4.023498040000000192e-02,5.320378569025343944e-03
4.038983000000000156e-02,5.320007993377855529e-03
4.049273419999999818e-02,5.319760959911381051e-03
4.064660190000000256e-02,5.319390435217592229e-03
4.079988930000000291e-02,5.319019940850721467e-03
4.085085730000000137e-02,5.318896449619577721e-03
4.100338109999999980e-02,5.318525995933436577e-03
4.105409649999999799e-02,5.318402518041579971e-03
4.125633449999999841e-02,5.317908640842813374e-03
4.130673929999999910e-02,5.317785179887686564e-03
4.160788569999999964e-02,5.317044485904804177e-03
4.185718599999999762e-02,5.316427333772958362e-03
4.200605599999999995e-02,5.316057083250134985e-03
4.205556230000000173e-02,5.315933673190035083e-03
4.244953370000000004e-02,5.314946514216305033e-03
4.259633349999999985e-02,5.314576385563200833e-03
4.283988209999999713e-02,5.313959571996442442e-03
4.288842589999999899e-02,5.313836219355439795e-03
4.303372860000000133e-02,5.313466181887615408e-03
4.322670569999999962e-02,5.312972845976027085e-03
4.327481560000000227e-02,5.312849520451063887e-03
4.337087509999999757e-02,5.312602879415020442e-03
4.361009829999999698e-02,5.311986336493493971e-03
4.365778569999999997e-02,5.311863037839171901e-03
4.380053619999999676e-02,5.311493162738007562e-03
4.394282299999999891e-02,5.311123318047667255e-03
4.403742540000000344e-02,5.310876771851285975e-03
4.413182499999999953e-02,5.310630238962014450e-03
4.455414840000000015e-02,5.309521009025677113e-03
4.474056810000000273e-02,5.309028105604491656e-03
4.478705179999999814e-02,5.308904888230365701e-03
4.487987470000000256e-02,5.308658463787683558e-03
4.492621420000000171e-02,5.308535256421205092e-03
4.506494700000000103e-02,5.308165655057846613e-03
4.515719859999999669e-02,5.307919270877867364e-03
4.529522390000000065e-02,5.307549720025468883e-03
4.561565869999999884e-02,5.306687552982660566e-03
4.584316940000000146e-02,5.306071820575000188e-03
4.602436819999999873e-02,5.305579295578341688e-03
4.615980060000000190e-02,5.305209936956219174e-03
4.624986849999999927e-02,5.304963714899730773e-03
4.651902589999999671e-02,5.304225129809901629e-03
4.656373419999999819e-02,5.304102044053431685e-03
4.660839960000000282e-02,5.303978961757063737e-03
4.691986699999999705e-02,5.303117479914943276e-03
4.696419369999999677e-02,5.302994424422296030e-03
4.709692359999999994e-02,5.302625278642098157e-03
4.731731260000000133e-02,5.302010103031831560e-03
4.744905459999999853e-02,5.301641037944128908e-03
4.758043189999999756e-02,5.301272003309048450e-03
4.762414379999999753e-02,5.301148998594146927e-03
4.775503939999999753e-02,5.300780004513202907e-03
4.779859160000000246e-02,5.300657013038219227e-03
4.801576009999999894e-02,5.300042107350071141e-03
4.814559110000000280e-02,5.299673203990024062e-03
4.836120139999999790e-02,5.299058432927539891e-03
4.849010740000000291e-02,5.298689610781223865e-03
4.866145090000000006e-02,5.298197894789705154e-03
4.895985910000000274e-02,5.297337522057926455e-03
4.900234049999999814e-02,5.297214625097345156e-03
4.904478510000000180e-02,5.297091731320657977e-03
4.912956429999999763e-02,5.296845954253379118e-03
4.929868529999999888e-02,5.296354440482812197e-03
4.934087499999999932e-02,5.296231570522936388e-03
4.938302859999999656e-02,5.296108703675193527e-03
4.963519859999999950e-02,5.295371574766441145e-03
4.967710250000000050e-02,5.295248731577554407e-03
4.980260260000000244e-02,5.294880222330027725e-03
5.001106959999999935e-02,5.294266108143404551e-03
5.017721960000000314e-02,5.293774876971303091e-03
5.038413659999999711e-02,5.293160913944991615e-03
5.046666589999999897e-02,5.292915352444341540e-03
5.050787989999999672e-02,5.292792576356437559e-03
5.067240099999999886e-02,5.292301506867333818e-03
5.099985089999999749e-02,5.291319529513533772e-03
5.104063439999999979e-02,5.291196797649101898e-03
5.112210379999999887e-02,5.290951343330092121e-03
5.116278989999999832e-02,5.290828621533838309e-03
5.136573690000000025e-02,5.290215062201108001e-03
5.148712109999999814e-02,5.289846966551586122e-03
5.160821980000000059e-02,5.289478901699746355e-03
5.164852290000000040e-02,5.289356220181436717e-03
5.192976900000000062e-02,5.288497542476986585e-03
5.200984570000000140e-02,5.288252236530058790e-03
5.212973010000000046e-02,5.287884302451893032e-03
5.224933949999999855e-02,5.287516398611680907e-03
5.228914839999999897e-02,5.287393770978495063e-03
5.244808220000000271e-02,5.286903293209793166e-03
5.264607470000000344e-02,5.286290271129570097e-03
5.292201970000000311e-02,5.285432181813673122e-03
5.296132299999999765e-02,5.285309611233525787e-03
5.303984240000000211e-02,5.285064479734013707e-03
5.307905849999999814e-02,5.284941919193808339e-03
5.319653330000000124e-02,5.284574257044567271e-03
5.339175040000000011e-02,5.283961554215476676e-03
5.354741159999999722e-02,5.283471452343984839e-03
5.366386120000000287e-02,5.283103911509115513e-03
5.385738429999999827e-02,5.282491409764272262e-03
5.389600549999999657e-02,5.282368919556274835e-03
5.401170360000000226e-02,5.282001469340806381e-03
5.420398480000000047e-02,5.281389118765980606e-03
5.431902689999999756e-02,5.281021748514961277e-03
5.443382580000000193e-02,5.280654409044016617e-03
5.473877910000000263e-02,5.279674983491856356e-03
5.481475239999999971e-02,5.279430160497922998e-03
5.489062050000000081e-02,5.279185351114457428e-03
5.492851530000000121e-02,5.279062951712614263e-03
5.507983360000000272e-02,5.278573386852303609e-03
