q,I
2.039995199999999811e-03,3.285164755377353689e-03
2.884988900000000096e-03,3.284999600868198765e-03
4.079990399999999622e-03,3.284669317555949895e-03
4.561568000000000220e-03,3.284504188751769145e-03
5.769977800000000191e-03,3.284008853742009099e-03
6.119985599999999866e-03,3.283843759205402370e-03
6.451031299999999968e-03,3.283678673233680987e-03
7.355307299999999833e-03,3.283183466707560900e-03
8.159980799999999243e-03,3.282688337257220600e-03
8.411115699999999196e-03,3.282523311231709540e-03
8.654966599999999385e-03,3.282358293766723164e-03
9.123135799999999504e-03,3.282028284524990142e-03
1.019997589999999989e-02,3.281203411220462527e-03
1.040197520000000000e-02,3.281038462238461493e-03
1.098571020000000016e-02,3.280543666629261688e-03
1.153995529999999985e-02,3.280048948025781393e-03
1.189511369999999950e-02,3.279719178403518037e-03
1.223997100000000053e-02,3.279389443003499511e-03
1.240880609999999926e-02,3.279224588129307262e-03
1.290206219999999980e-02,3.278730074821663721e-03
1.306234239999999949e-02,3.278565254149557080e-03
1.368470339999999959e-02,3.277906056997901760e-03
1.427996599999999984e-02,3.277246996639563564e-03
1.442494390000000071e-02,3.277082252910101887e-03
1.471061409999999993e-02,3.276752791095524121e-03
1.485138870000000076e-02,3.276588073023138734e-03
1.553614000000000037e-02,3.275764610772480788e-03
1.593287120000000043e-02,3.275270635935099550e-03
1.631996089999999955e-02,3.274776738013282940e-03
1.644696630000000090e-02,3.274612122433340905e-03
1.682223050000000025e-02,3.274118326973171535e-03
1.730993239999999850e-02,3.273460052528592758e-03
1.742972569999999902e-02,3.273295505288795898e-03
1.754870130000000042e-02,3.273130966545953913e-03
1.824627070000000087e-02,3.272143913444493582e-03
1.835995569999999966e-02,3.271979434491440169e-03
1.847294110000000100e-02,3.271814964039297668e-03
1.880782519999999944e-02,3.271321603853786196e-03
1.924527490000000132e-02,3.270663909724154123e-03
1.935309240000000069e-02,3.270499507544548552e-03
2.009162109999999835e-02,3.269348930870791953e-03
2.019492059999999922e-02,3.269184596850373877e-03
2.039995039999999843e-02,3.268855954472287429e-03
2.050169640000000168e-02,3.268691646098354723e-03
2.080394890000000080e-02,3.268198771983803208e-03
2.100303430000000082e-02,3.267870231811674867e-03
2.129817330000000064e-02,3.267377485564428637e-03
2.168544450000000137e-02,3.266720609737791374e-03
2.197141860000000058e-02,3.266228042401844115e-03
2.206591980000000008e-02,3.266063870271498134e-03
2.243994499999999934e-02,3.265407267143267261e-03
2.253248119999999924e-02,3.265243137624123607e-03
2.280783739999999934e-02,3.264750800120072051e-03
2.307990860000000075e-02,3.264258539194515776e-03
2.325952140000000015e-02,3.263930407896094461e-03
2.379022509999999951e-02,3.262946218069771084e-03
2.387752890000000017e-02,3.262782216264296497e-03
2.447993949999999891e-02,3.261634441523447378e-03
2.456479220000000116e-02,3.261470507638719509e-03
2.464935279999999965e-02,3.261306582323556837e-03
2.481760959999999849e-02,3.260978757292947415e-03
2.490131170000000130e-02,3.260814857372167953e-03
2.523334379999999863e-02,3.260159343300778750e-03
2.556106320000000112e-02,3.259503965037195954e-03
2.580412149999999905e-02,3.259012520695693527e-03
2.596489630000000173e-02,3.258684933458071229e-03
2.612468180000000056e-02,3.258357380330309701e-03
2.651993379999999928e-02,3.257538646267074071e-03
2.659827940000000085e-02,3.257374924892727890e-03
2.683194360000000153e-02,3.256883811844695116e-03
2.721692649999999866e-02,3.256065459771349292e-03
2.736940339999999888e-02,3.255738178270064283e-03
2.744532419999999931e-02,3.255574550220135307e-03
2.774693010000000085e-02,3.254920123303842519e-03
2.834051430000000121e-02,3.253611676524287115e-03
2.841384049999999897e-02,3.253448158937028399e-03
2.855992799999999832e-02,3.253121149164882580e-03
2.863269220000000045e-02,3.252957656933659278e-03
2.884988380000000005e-02,3.252467231030151812e-03
2.899377430000000047e-02,3.252140322721419619e-03
2.920828110000000047e-02,3.251650024262530379e-03
2.942122390000000143e-02,3.251159801771549753e-03
2.970277299999999829e-02,3.250506290806182315e-03
3.012016249999999867e-02,3.249526278136511629e-03
3.032670299999999999e-02,3.249036386225928694e-03
3.059992200000000162e-02,3.248383315605890900e-03
3.066784640000000048e-02,3.248220069330455453e-03
3.087072290000000135e-02,3.247730380637681418e-03
3.107227489999999856e-02,3.247240767977774452e-03
3.113916889999999993e-02,3.247077580637905501e-03
3.120591959999999970e-02,3.246914402119637118e-03
3.166923519999999964e-02,3.245772387636188406e-03
3.173487090000000344e-02,3.245609276245427135e-03
