q,I
2.039995199999999811e-03,6.002409424744768653e-04
2.884988900000000096e-03,6.002276198381081927e-04
4.079990399999999622e-03,6.002009754547760418e-04
4.561568000000000220e-03,6.001876537077987942e-04
5.769977800000000191e-03,6.001476902455432161e-04
6.119985599999999866e-03,6.001343696843316469e-04
6.451031299999999968e-03,6.001210494195404095e-04
7.355307299999999833e-03,6.000810904036447783e-04
8.159980799999999243e-03,6.000411340553393627e-04
8.411115699999999196e-03,6.000278158653307454e-04
8.654966599999999385e-03,6.000144979716847803e-04
9.123135799999999504e-03,5.999878630735050932e-04
1.019997589999999989e-02,5.999212810140789817e-04
1.040197520000000000e-02,5.999079654911881930e-04
1.098571020000000016e-02,5.998680207003114027e-04
1.153995529999999985e-02,5.998280785760480701e-04
1.189511369999999950e-02,5.998014519746012584e-04
1.223997100000000053e-02,5.997748265582220073e-04
1.240880609999999926e-02,5.997615142943784391e-04
1.290206219999999980e-02,5.997215792802574425e-04
1.306234239999999949e-02,5.997082682012934342e-04
1.368470339999999959e-02,5.996550268476838431e-04
1.427996599999999984e-02,5.996017902330971197e-04
1.442494390000000071e-02,5.995884818198101438e-04
1.471061409999999993e-02,5.995618658817172125e-04
1.485138870000000076e-02,5.995485583569759840e-04
1.553614000000000037e-02,5.994820251747762490e-04
1.593287120000000043e-02,5.994421088186593222e-04
1.631996089999999955e-02,5.994021951274970238e-04
1.644696630000000090e-02,5.993888911557817244e-04
1.682223050000000025e-02,5.993489810171834849e-04
1.730993239999999850e-02,5.992957716432881264e-04
1.742972569999999902e-02,5.992824700400150749e-04
1.754870130000000042e-02,5.992691687325120507e-04
1.824627070000000087e-02,5.991893671038439314e-04
1.835995569999999966e-02,5.991760678684480415e-04
1.847294110000000100e-02,5.991627689288130717e-04
1.880782519999999944e-02,5.991228738854099999e-04
1.924527490000000132e-02,5.990696846372070951e-04
1.935309240000000069e-02,5.990563880650830435e-04
2.009162109999999835e-02,5.989633203436048239e-04
2.019492059999999922e-02,5.989500261380732628e-04
2.039995039999999843e-02,5.989234386150316765e-04
2.050169640000000168e-02,5.989101452974184350e-04
2.080394890000000080e-02,5.988702671186688087e-04
2.100303430000000082e-02,5.988436831449236043e-04
2.129817330000000064e-02,5.988038094032656225e-04
2.168544450000000137e-02,5.987506485544161162e-04
2.197141860000000058e-02,5.987107810235831745e-04
2.206591980000000008e-02,5.986974924377751585e-04
2.243994499999999934e-02,5.986443410529633871e-04
2.253248119999999924e-02,5.986310539458433114e-04
2.280783739999999934e-02,5.985911943983561250e-04
2.307990860000000075e-02,5.985513375115801083e-04
2.325952140000000015e-02,5.985247677324897955e-04
2.379022509999999951e-02,5.984450654890367946e-04
2.387752890000000017e-02,5.984317828166923993e-04
2.447993949999999891e-02,5.983388123844868463e-04
2.456479220000000116e-02,5.983255320758572521e-04
2.464935279999999965e-02,5.983122520631432937e-04
2.481760959999999849e-02,5.982856929248024386e-04
2.490131170000000130e-02,5.982724137979568988e-04
2.523334379999999863e-02,5.982193002490438210e-04
2.556106320000000112e-02,5.981661914265759983e-04
2.580412149999999905e-02,5.981263629126766209e-04
2.596489630000000173e-02,5.980998120462715281e-04
2.612468180000000056e-02,5.980732623622727132e-04
2.651993379999999928e-02,5.980068933222790987e-04
2.659827940000000085e-02,5.979936204001654911e-04
2.683194360000000153e-02,5.979538034066946050e-04
2.721692649999999866e-02,5.978874476568444988e-04
2.736940339999999888e-02,5.978609074235479489e-04
2.744532419999999931e-02,5.978476377496632840e-04
2.774693010000000085e-02,5.977945620094028993e-04
2.834051430000000121e-02,5.976884246997791160e-04
2.841384049999999897e-02,5.976751588651083372e-04
2.855992799999999832e-02,5.976486280811232378e-04
2.863269220000000045e-02,5.976353631315274584e-04
2.884988380000000005e-02,5.975955700532995137e-04
2.899377430000000047e-02,5.975690428097168690e-04
2.920828110000000047e-02,5.975292541604592441e-04
2.942122390000000143e-02,5.974894681654883489e-04
2.970277299999999829e-02,5.974364243059361070e-04
3.012016249999999867e-02,5.973568673666085002e-04
3.032670299999999999e-02,5.973170928805374494e-04
3.059992200000000162e-02,5.972640643629448980e-04
3.066784640000000048e-02,5.972508079723045293e-04
3.087072290000000135e-02,5.972110405663738804e-04
3.107227489999999856e-02,5.971712758142754636e-04
3.113916889999999993e-02,5.971580214865327991e-04
3.120591959999999970e-02,5.971447674558583857e-04
3.166923519999999964e-02,5.970519974884276040e-04
3.173487090000000344e-02,5.970387458137374134e-04
3.186573689999999681e-02,5.970122433527863363e-04
3.193096869999999948e-02,5.969989925654116490e-04
3.225514909999999819e-02,5.969327430473697236e-04
3.263991580000000226e-02,5.968532533568309028e-04
3.270360349999999749e-02,5.968400061065817774e-04
3.289392669999999935e-02,5.968002661235661957e-04
3.295712349999999763e-02,5.967870200522516246e-04
3.320870809999999784e-02,5.967340387151416842e-04
3.345840099999999873e-02,5.966810620929176691e-04
3.364445469999999966e-02,5.966413327237775344e-04
3.376792089999999802e-02,5.966148479485325470e-04
3.395227840000000080e-02,5.965751229966602875e-04
3.419654240000000178e-02,5.965221605220220446e-04
3.461985769999999935e-02,5.964294875292240139e-04
3.467990950000000155e-02,5.964162497108670049e-04
3.473985749999999872e-02,5.964030121850814100e-04
3.485944419999999905e-02,5.963765380176709119e-04
3.491908400000000301e-02,5.963633013770692787e-04
3.509739530000000052e-02,5.963235932153621976e-04
3.521576790000000012e-02,5.962971225851672503e-04
3.562697489999999689e-02,5.962044846454512929e-04
3.568533189999999883e-02,5.961912518305252217e-04
3.609118929999999975e-02,5.960986303810950722e-04
3.614879690000000201e-02,5.960853999262251618e-04
3.632107169999999885e-02,5.960457103166516514e-04
3.649253310000000194e-02,5.960060233606355277e-04
3.671990299999999818e-02,5.959531115416101272e-04
3.677652580000000115e-02,5.959398843201833525e-04
3.694587359999999820e-02,5.959002044291755295e-04
3.722640800000000250e-02,5.958340771608280212e-04
3.744932249999999990e-02,5.957811806406119320e-04
3.750484409999999685e-02,5.957679572472807670e-04
3.761564139999999667e-02,5.957415113431608483e-04
3.794609239999999911e-02,5.956621806895203699e-04
3.811024350000000172e-02,5.956225193386496374e-04
3.832801789999999709e-02,5.955696416499846671e-04
3.849054019999999937e-02,5.955299864722869100e-04
3.870617500000000238e-02,5.954771170238640872e-04
3.875989619999999775e-02,5.954639003984291698e-04
3.881354310000000030e-02,5.954506840650775588e-04
3.897404079999999826e-02,5.954110368269256324e-04
3.918701509999999999e-02,5.953581779610499095e-04
3.924007809999999902e-02,5.953449639835769200e-04
3.939883820000000120e-02,5.953053238053470850e-04
3.960952859999999909e-02,5.952524743508709731e-04
4.007953250000000078e-02,5.951335802791955397e-04
4.018323120000000248e-02,5.951071626055798184e-04
4.023498040000000192e-02,5.950939542092824330e-04
4.038983000000000156e-02,5.950543307864062130e-04
4.049273419999999818e-02,5.950279166418142446e-04
4.064660190000000256e-02,5.949882976331822768e-04
4.079988930000000291e-02,5.949486812632145526e-04
4.085085730000000137e-02,5.949354763989828663e-04
4.100338109999999980e-02,5.948958635569158784e-04
4.105409649999999799e-02,5.948826598598073393e-04
4.125633449999999841e-02,5.948298480298546244e-04
4.130673929999999910e-02,5.948166458020857092e-04
4.160788569999999964e-02,5.947374386309851792e-04
4.185718599999999762e-02,5.946714407239766945e-04
4.200605599999999995e-02,5.946318455101370351e-04
4.205556230000000173e-02,5.946186476934318650e-04
4.244953370000000004e-02,5.945130757198479991e-04
4.259633349999999985e-02,5.944734910804730377e-04
4.283988209999999713e-02,5.944075225485024368e-04
4.288842589999999899e-02,5.943943297199014890e-04
4.303372860000000133e-02,5.943547530020448950e-04
4.322670569999999962e-02,5.943019881560475349e-04
4.327481560000000227e-02,5.942887976783660679e-04
4.337087509999999757e-02,5.942624175983763669e-04
4.361009829999999698e-02,5.941964725548178278e-04
4.365778569999999997e-02,5.941832844180959267e-04
4.380053619999999676e-02,5.941437217919092210e-04
4.394282299999999891e-02,5.941041618063967614e-04
4.403742540000000344e-02,5.940777899511533568e-04
4.413182499999999953e-02,5.940514192611466961e-04
4.455414840000000015e-02,5.939327657109726329e-04
4.474056810000000273e-02,5.938800384198557021e-04
4.478705179999999814e-02,5.938668573318353757e-04
4.487987470000000256e-02,5.938404960426119268e-04
4.492621420000000171e-02,5.938273158294895193e-04
4.506494700000000103e-02,5.937877769687176883e-04
4.515719859999999669e-02,5.937614191882907913e-04
4.529522390000000065e-02,5.937218847207138611e-04
4.561565869999999884e-02,5.936296478968743117e-04
4.584316940000000146e-02,5.935637732438402365e-04
4.602436819999999873e-02,5.935110788052451155e-04
4.615980060000000190e-02,5.934715610417628899e-04
4.624986849999999927e-02,5.934452173377605892e-04
4.651902589999999671e-02,5.933661932638827725e-04
4.656373419999999819e-02,5.933530236086467444e-04
4.660839960000000282e-02,5.933398542499251568e-04
4.691986699999999705e-02,5.932476769350425059e-04
4.696419369999999677e-02,5.932345099132577690e-04
4.709692359999999994e-02,5.931950106243488686e-04
4.731731260000000133e-02,5.931291843320295317e-04
4.744905459999999853e-02,5.930896920646262956e-04
4.758043189999999756e-02,5.930502024378996907e-04
4.762414379999999753e-02,5.930370398183135031e-04
4.775503939999999753e-02,5.929975537104117782e-04
4.779859160000000246e-02,5.929843922526141379e-04
4.801576009999999894e-02,5.929185894017550539e-04
4.814559110000000280e-02,5.928791111897526497e-04
4.836120139999999790e-02,5.928133200450819932e-04
4.849010740000000291e-02,5.927738488741167216e-04
4.866145090000000006e-02,5.927212247330490569e-04
4.895985910000000274e-02,5.926291437791670735e-04
4.900234049999999814e-02,5.926159905263137526e-04
4.904478510000000180e-02,5.926028375587855807e-04
4.912956429999999763e-02,5.925765325171216931e-04
4.929868529999999888e-02,5.925239259439986318e-04
4.934087499999999932e-02,5.925107750349462455e-04
